timestamp,event_id,user,host,source_ip,login_type,status,privilege_level
2026-07-30 09:06:00,AUTH1044,ava.jackson,FIN-PC-011,10.10.1.20,Interactive,Success,User
2026-07-30 09:09:00,AUTH1045,john.smith,FIN-PC-011,10.10.5.233,Interactive,Success,User
2026-07-30 09:10:00,AUTH1046,john.smith,FIN-PC-011,10.10.22.20,Interactive,Failure,User
2026-07-30 09:12:00,AUTH1047,daniel.thomas,FIN-PC-011,10.10.18.173,Interactive,Success,User
2026-07-30 09:15:00,AUTH1048,daniel.thomas,DC-SERVER-01,10.10.47.241,Interactive,Success,User
2026-07-30 09:18:00,AUTH1049,ava.jackson,SALES-PC-002,10.10.16.202,Interactive,Success,User
2026-07-30 09:21:00,AUTH1050,james.taylor,FIN-PC-011,10.10.7.26,Interactive,Success,User
2026-07-30 09:24:00,AUTH1051,olivia.moore,VPN-GW-01,10.10.27.121,Interactive,Success,User
2026-07-30 09:27:00,AUTH1052,john.smith,HR-PC-008,10.10.4.105,Interactive,Success,User
2026-07-30 09:30:00,AUTH1053,sarah.williams,FIN-PC-011,10.10.13.50,Interactive,Success,User
2026-07-30 09:33:00,AUTH1054,michael.brown,VPN-GW-01,10.10.12.73,Interactive,Success,User
2026-07-30 09:36:00,AUTH1055,sarah.williams,SALES-PC-002,10.10.52.222,Interactive,Success,User
2026-07-30 09:39:00,AUTH1056,sarah.williams,FIN-PC-023,10.10.42.140,Interactive,Success,User
2026-07-30 09:42:00,AUTH1057,sarah.williams,FIN-PC-011,10.10.11.106,Interactive,Success,User
2026-07-30 09:45:00,AUTH1058,emily.davis,VPN-GW-01,10.10.58.17,Interactive,Success,User
2026-07-30 09:48:00,AUTH1059,john.smith,VPN-GW-01,10.10.17.239,Interactive,Success,User
2026-07-30 09:51:00,AUTH1060,sophia.anderson,IT-PC-004,10.10.28.180,Interactive,Success,User
2026-07-30 09:54:00,AUTH1061,daniel.thomas,SALES-PC-002,10.10.10.50,Interactive,Success,User
2026-07-30 09:57:00,AUTH1062,john.smith,FILE-SERVER-02,10.10.48.140,Interactive,Success,User
2026-07-30 10:00:00,AUTH1063,olivia.moore,FIN-PC-023,10.10.4.151,Interactive,Success,User
2026-07-30 10:03:00,AUTH1064,daniel.thomas,DC-SERVER-01,10.10.4.247,Interactive,Success,User
2026-07-30 10:06:00,AUTH1065,michael.brown,HR-PC-008,10.10.39.19,Interactive,Success,User
2026-07-30 10:09:00,AUTH1066,emily.davis,VPN-GW-01,10.10.8.243,Interactive,Success,User
2026-07-30 10:12:00,AUTH1067,emily.davis,FILE-SERVER-02,10.10.39.12,Interactive,Success,User
2026-07-30 10:15:00,AUTH1068,james.taylor,FILE-SERVER-02,10.10.37.135,Interactive,Success,User
2026-07-30 10:18:00,AUTH1069,david.wilson,FIN-PC-011,10.10.43.185,Interactive,Success,User
2026-07-30 10:21:00,AUTH1070,david.wilson,VPN-GW-01,10.10.9.173,Interactive,Success,User
2026-07-30 10:24:00,AUTH1071,sophia.anderson,ENG-PC-019,10.10.60.194,Interactive,Success,User
2026-07-30 10:27:00,AUTH1072,john.smith,SALES-PC-002,10.10.40.146,Interactive,Success,User
2026-07-30 10:30:00,AUTH1073,sarah.williams,LEGAL-PC-006,10.10.14.131,Interactive,Success,User
2026-07-30 10:33:00,AUTH1074,olivia.moore,HR-PC-008,10.10.57.64,Interactive,Success,User
2026-07-30 10:36:00,AUTH1075,michael.brown,SALES-PC-002,10.10.54.141,Interactive,Success,User
2026-07-30 10:39:00,AUTH1076,ava.jackson,LEGAL-PC-006,10.10.1.172,Interactive,Success,User
2026-07-30 10:42:00,AUTH1077,david.wilson,HR-PC-008,10.10.57.36,Interactive,Success,User
2026-07-30 10:45:00,AUTH1078,sarah.williams,LEGAL-PC-006,10.10.10.71,Interactive,Success,User
2026-07-30 10:48:00,AUTH1079,emily.davis,ENG-PC-019,10.10.14.177,Interactive,Success,User
2026-07-30 10:51:00,AUTH1080,david.wilson,LEGAL-PC-006,10.10.32.66,Interactive,Success,User
2026-07-30 10:54:00,AUTH1081,john.smith,HR-PC-008,10.10.41.110,Interactive,Success,User
2026-07-30 10:57:00,AUTH1082,john.smith,FIN-PC-023,10.10.22.199,Interactive,Success,User
2026-07-30 11:00:00,AUTH1083,david.wilson,DC-SERVER-01,10.10.48.115,Interactive,Success,User
2026-07-30 11:03:00,AUTH1084,james.taylor,LEGAL-PC-006,10.10.1.30,Interactive,Success,User
2026-07-30 11:06:00,AUTH1085,michael.brown,LEGAL-PC-006,10.10.3.215,Interactive,Success,User
2026-07-30 11:09:00,AUTH1086,daniel.thomas,DC-SERVER-01,10.10.28.34,Interactive,Success,User
2026-07-30 11:12:00,AUTH1087,olivia.moore,FIN-PC-023,10.10.58.93,Interactive,Success,User
2026-07-30 11:15:00,AUTH1088,emily.davis,HR-PC-008,10.10.23.201,Interactive,Success,User
2026-07-30 11:18:00,AUTH1089,james.taylor,FILE-SERVER-02,10.10.48.41,Interactive,Success,User
2026-07-30 11:21:00,AUTH1090,emily.davis,DC-SERVER-01,10.10.52.209,Interactive,Success,User
2026-07-30 11:24:00,AUTH1091,james.taylor,FIN-PC-023,10.10.12.190,Interactive,Success,User
2026-07-30 11:27:00,AUTH1092,james.taylor,FIN-PC-011,10.10.18.42,Interactive,Success,User
2026-07-30 11:30:00,AUTH1093,sarah.williams,VPN-GW-01,10.10.56.11,Interactive,Success,User
2026-07-30 11:33:00,AUTH1094,emily.davis,FIN-PC-011,10.10.53.237,Interactive,Success,User
2026-07-30 11:36:00,AUTH1095,david.wilson,FIN-PC-011,10.10.15.8,Interactive,Success,User
2026-07-30 11:39:00,AUTH1096,james.taylor,ENG-PC-019,10.10.18.223,Interactive,Success,User
2026-07-30 11:42:00,AUTH1097,david.wilson,ENG-PC-019,10.10.42.132,Interactive,Success,User
2026-07-30 11:45:00,AUTH1098,daniel.thomas,ENG-PC-019,10.10.2.31,Interactive,Success,User
2026-07-30 11:48:00,AUTH1099,david.wilson,DC-SERVER-01,10.10.38.248,Interactive,Success,User
2026-07-30 11:51:00,AUTH1100,john.smith,HR-PC-008,10.10.39.113,Interactive,Success,User
2026-07-30 11:54:00,AUTH1101,olivia.moore,VPN-GW-01,10.10.39.132,Interactive,Success,User
2026-07-30 11:57:00,AUTH1102,ava.jackson,FIN-PC-011,10.10.17.13,Interactive,Success,User
2026-07-30 12:00:00,AUTH1103,john.smith,LEGAL-PC-006,10.10.60.208,Interactive,Success,User
2026-07-30 12:03:00,AUTH1104,emily.davis,ENG-PC-019,10.10.28.19,Interactive,Success,User
2026-07-30 12:06:00,AUTH1105,olivia.moore,FILE-SERVER-02,10.10.21.171,Interactive,Success,User
2026-07-30 12:09:00,AUTH1106,david.wilson,LEGAL-PC-006,10.10.20.172,Interactive,Success,User
2026-07-30 12:12:00,AUTH1107,james.taylor,IT-PC-004,10.10.36.34,Interactive,Success,User
2026-07-30 12:15:00,AUTH1108,james.taylor,DC-SERVER-01,10.10.40.147,Interactive,Success,User
2026-07-30 12:18:00,AUTH1109,daniel.thomas,FIN-PC-023,10.10.20.75,Interactive,Success,User
2026-07-30 12:21:00,AUTH1110,ava.jackson,FILE-SERVER-02,10.10.42.84,Interactive,Success,User
2026-07-30 12:24:00,AUTH1111,sophia.anderson,FIN-PC-011,10.10.33.123,Interactive,Success,User
2026-07-30 12:27:00,AUTH1112,michael.brown,HR-PC-008,10.10.19.133,Interactive,Success,User
2026-07-30 12:30:00,AUTH1113,ava.jackson,ENG-PC-019,10.10.6.211,Interactive,Success,User
2026-07-30 12:33:00,AUTH1114,emily.davis,IT-PC-004,10.10.15.208,Interactive,Success,User
2026-07-30 12:36:00,AUTH1115,john.smith,FIN-PC-023,10.10.16.123,Interactive,Success,User
2026-07-30 12:39:00,AUTH1116,sarah.williams,SALES-PC-002,10.10.27.228,Interactive,Success,User
2026-07-30 12:42:00,AUTH1117,emily.davis,VPN-GW-01,10.10.32.104,Interactive,Success,User
2026-07-30 12:45:00,AUTH1118,john.smith,HR-PC-008,10.10.50.110,Interactive,Success,User
2026-07-30 12:48:00,AUTH1119,daniel.thomas,SALES-PC-002,10.10.4.144,Interactive,Success,User
2026-07-30 12:51:00,AUTH1120,sarah.williams,SALES-PC-002,10.10.9.207,Interactive,Success,User
2026-07-30 12:54:00,AUTH1121,daniel.thomas,LEGAL-PC-006,10.10.39.83,Interactive,Success,User
2026-07-30 12:57:00,AUTH1122,sophia.anderson,FILE-SERVER-02,10.10.53.186,Interactive,Success,User
2026-07-30 13:00:00,AUTH1123,james.taylor,LEGAL-PC-006,10.10.29.231,Interactive,Success,User
2026-07-30 13:03:00,AUTH1124,sophia.anderson,SALES-PC-002,10.10.17.194,Interactive,Success,User
2026-07-30 13:06:00,AUTH1125,david.wilson,LEGAL-PC-006,10.10.32.162,Interactive,Success,User
2026-07-30 13:09:00,AUTH1126,sophia.anderson,HR-PC-008,10.10.46.75,Interactive,Success,User
2026-07-30 13:12:00,AUTH1127,olivia.moore,ENG-PC-019,10.10.58.140,Interactive,Success,User
2026-07-30 13:15:00,AUTH1128,michael.brown,FIN-PC-011,10.10.25.179,Interactive,Success,User
2026-07-30 13:18:00,AUTH1129,emily.davis,HR-PC-008,10.10.27.106,Interactive,Success,User
2026-07-30 13:21:00,AUTH1130,sophia.anderson,VPN-GW-01,10.10.4.54,Interactive,Success,User
2026-07-30 13:24:00,AUTH1131,james.taylor,FILE-SERVER-02,10.10.45.7,Interactive,Success,User
2026-07-30 13:27:00,AUTH1132,ava.jackson,VPN-GW-01,10.10.31.3,Interactive,Success,User
2026-07-30 13:30:00,AUTH1133,david.wilson,VPN-GW-01,10.10.55.230,Interactive,Success,User
2026-07-30 13:33:00,AUTH1134,james.taylor,LEGAL-PC-006,10.10.48.190,Interactive,Success,User
2026-07-30 13:36:00,AUTH1135,ava.jackson,FIN-PC-011,10.10.32.58,Interactive,Success,User
2026-07-30 13:39:00,AUTH1136,sophia.anderson,FIN-PC-023,10.10.25.88,Interactive,Success,User
2026-07-30 13:42:00,AUTH1137,james.taylor,DC-SERVER-01,10.10.54.121,Interactive,Success,User
2026-07-30 13:45:00,AUTH1138,ava.jackson,LEGAL-PC-006,10.10.2.234,Interactive,Success,User
2026-07-30 13:48:00,AUTH1139,ava.jackson,FIN-PC-023,10.10.6.166,Interactive,Success,User
2026-07-30 13:51:00,AUTH1140,sophia.anderson,DC-SERVER-01,10.10.4.68,Interactive,Success,User
2026-07-30 13:54:00,AUTH1141,emily.davis,SALES-PC-002,10.10.21.88,Interactive,Success,User
2026-07-30 13:57:00,AUTH1142,james.taylor,IT-PC-004,10.10.49.245,Interactive,Success,User
2026-07-30 14:00:00,AUTH1143,david.wilson,HR-PC-008,10.10.31.6,Interactive,Success,User
2026-07-30 14:03:00,AUTH1144,john.smith,ENG-PC-019,10.10.15.168,Interactive,Success,User
2026-07-30 14:06:00,AUTH1145,john.smith,FIN-PC-023,10.10.16.53,Interactive,Success,User
2026-07-30 14:09:00,AUTH1146,ava.jackson,DC-SERVER-01,10.10.16.34,Interactive,Success,User
2026-07-30 14:12:00,AUTH1147,sarah.williams,FILE-SERVER-02,10.10.14.121,Interactive,Success,User
2026-07-30 14:15:00,AUTH1148,olivia.moore,DC-SERVER-01,10.10.39.157,Interactive,Success,User
2026-07-30 14:18:00,AUTH1149,sarah.williams,DC-SERVER-01,10.10.20.29,Interactive,Success,User
2026-07-30 14:21:00,AUTH1150,david.wilson,FILE-SERVER-02,10.10.44.234,Interactive,Success,User
2026-07-30 14:24:00,AUTH1151,james.taylor,FIN-PC-011,10.10.5.153,Interactive,Success,User
2026-07-30 14:27:00,AUTH1152,emily.davis,HR-PC-008,10.10.45.199,Interactive,Success,User
2026-07-30 14:30:00,AUTH1153,ava.jackson,HR-PC-008,10.10.51.146,Interactive,Success,User
2026-07-30 14:33:00,AUTH1154,olivia.moore,LEGAL-PC-006,10.10.28.171,Interactive,Success,User
2026-07-30 14:36:00,AUTH1155,daniel.thomas,ENG-PC-019,10.10.1.219,Interactive,Success,User
2026-07-30 14:39:00,AUTH1156,sophia.anderson,HR-PC-008,10.10.28.247,Interactive,Success,User
2026-07-30 14:42:00,AUTH1157,sophia.anderson,DC-SERVER-01,10.10.28.47,Interactive,Success,User
2026-07-30 14:45:00,AUTH1158,david.wilson,FILE-SERVER-02,10.10.52.237,Interactive,Success,User
2026-07-30 14:48:00,AUTH1159,sophia.anderson,SALES-PC-002,10.10.28.213,Interactive,Success,User
2026-07-30 14:51:00,AUTH1160,david.wilson,ENG-PC-019,10.10.55.64,Interactive,Success,User
2026-07-30 14:54:00,AUTH1161,sarah.williams,IT-PC-004,10.10.57.117,Interactive,Success,User
2026-07-30 14:57:00,AUTH1162,sophia.anderson,FILE-SERVER-02,10.10.40.173,Interactive,Success,User
2026-07-30 15:00:00,AUTH1163,john.smith,SALES-PC-002,10.10.55.85,Interactive,Success,User
2026-07-30 15:03:00,AUTH1164,emily.davis,ENG-PC-019,10.10.52.68,Interactive,Success,User
2026-07-30 15:06:00,AUTH1165,ava.jackson,IT-PC-004,10.10.36.4,Interactive,Success,User
2026-07-30 15:09:00,AUTH1166,emily.davis,HR-PC-008,10.10.16.186,Interactive,Success,User
2026-07-30 15:12:00,AUTH1167,daniel.thomas,FIN-PC-011,10.10.45.123,Interactive,Success,User
2026-07-30 15:15:00,AUTH1168,sophia.anderson,SALES-PC-002,10.10.51.6,Interactive,Success,User
2026-07-30 15:18:00,AUTH1169,emily.davis,VPN-GW-01,10.10.45.64,Interactive,Success,User
2026-07-30 15:21:00,AUTH1170,ava.jackson,ENG-PC-019,10.10.31.143,Interactive,Success,User
2026-07-30 15:24:00,AUTH1171,james.taylor,LEGAL-PC-006,10.10.22.92,Interactive,Success,User
2026-07-30 15:27:00,AUTH1172,david.wilson,IT-PC-004,10.10.17.61,Interactive,Success,User
2026-07-30 15:30:00,AUTH1173,emily.davis,ENG-PC-019,10.10.8.192,Interactive,Success,User
2026-07-30 15:33:00,AUTH1174,michael.brown,FIN-PC-011,10.10.14.191,Interactive,Success,User
2026-07-30 15:36:00,AUTH1175,ava.jackson,LEGAL-PC-006,10.10.39.74,Interactive,Success,User
2026-07-30 15:39:00,AUTH1176,emily.davis,IT-PC-004,10.10.15.94,Interactive,Success,User
2026-07-30 15:42:00,AUTH1177,john.smith,LEGAL-PC-006,10.10.9.72,Interactive,Success,User
2026-07-30 15:45:00,AUTH1178,john.smith,LEGAL-PC-006,10.10.19.180,Interactive,Success,User
2026-07-30 15:48:00,AUTH1179,sophia.anderson,HR-PC-008,10.10.56.5,Interactive,Success,User
2026-07-30 15:51:00,AUTH1180,sophia.anderson,SALES-PC-002,10.10.29.89,Interactive,Success,User
2026-07-30 15:54:00,AUTH1181,john.smith,IT-PC-004,10.10.56.124,Interactive,Success,User
2026-07-30 15:57:00,AUTH1182,sarah.williams,VPN-GW-01,10.10.32.20,Interactive,Success,User
2026-07-30 16:00:00,AUTH1183,john.smith,DC-SERVER-01,10.10.10.209,Interactive,Success,User
2026-07-30 16:03:00,AUTH1184,david.wilson,HR-PC-008,10.10.16.32,Interactive,Success,User
2026-07-30 16:06:00,AUTH1185,james.taylor,FILE-SERVER-02,10.10.39.204,Interactive,Success,User
2026-07-30 16:09:00,AUTH1186,daniel.thomas,VPN-GW-01,10.10.29.234,Interactive,Success,User
2026-07-30 16:12:00,AUTH1187,ava.jackson,VPN-GW-01,10.10.20.147,Interactive,Success,User
2026-07-30 16:15:00,AUTH1188,ava.jackson,HR-PC-008,10.10.49.55,Interactive,Success,User
2026-07-30 16:18:00,AUTH1189,david.wilson,HR-PC-008,10.10.11.63,Interactive,Success,User
2026-07-30 16:21:00,AUTH1190,sarah.williams,DC-SERVER-01,10.10.1.106,Interactive,Success,User
2026-07-30 16:24:00,AUTH1191,ava.jackson,SALES-PC-002,10.10.19.10,Interactive,Success,User
2026-07-30 16:27:00,AUTH1192,david.wilson,SALES-PC-002,10.10.5.177,Interactive,Success,User
2026-07-30 16:30:00,AUTH1193,david.wilson,FILE-SERVER-02,10.10.43.207,Interactive,Success,User
2026-07-30 16:33:00,AUTH1194,james.taylor,HR-PC-008,10.10.35.59,Interactive,Success,User
2026-07-30 16:36:00,AUTH1195,david.wilson,DC-SERVER-01,10.10.5.17,Interactive,Success,User
2026-07-30 16:39:00,AUTH1196,david.wilson,FILE-SERVER-02,10.10.48.213,Interactive,Success,User
2026-07-30 16:42:00,AUTH1197,david.wilson,SALES-PC-002,10.10.8.121,Interactive,Success,User
2026-07-30 16:45:00,AUTH1198,james.taylor,IT-PC-004,10.10.33.140,Interactive,Success,User
2026-07-30 16:48:00,AUTH1199,sarah.williams,FILE-SERVER-02,10.10.3.229,Interactive,Success,User
2026-07-30 16:51:00,AUTH1200,olivia.moore,FILE-SERVER-02,10.10.17.8,Interactive,Success,User
2026-07-30 16:54:00,AUTH1201,ava.jackson,FILE-SERVER-02,10.10.2.197,Interactive,Success,User
2026-07-30 16:57:00,AUTH1202,david.wilson,FILE-SERVER-02,10.10.3.197,Interactive,Success,User
2026-07-30 10:21:00,AUTH982,john.smith,FIN-PC-023,185.22.91.45,Remote,Success,User
2026-07-30 10:25:00,AUTH983,john.smith,FIN-PC-023,10.10.20.15,Interactive,Success,User
2026-07-30 10:45:00,AUTH990,john.smith,DC-SERVER-01,10.10.20.15,NetworkLogon,Failure,User
2026-07-30 10:46:00,AUTH991,john.smith,DC-SERVER-01,10.10.20.15,NetworkLogon,Failure,User
