timestamp,event_id,host,user,process,parent,target,details
2026-07-30 11:18:00,1,HR-PC-008,james.taylor,chrome.exe,explorer.exe,-,normal process creation
2026-07-30 11:21:00,1,VPN-GW-01,david.wilson,notepad.exe,explorer.exe,-,normal process creation
2026-07-30 11:24:00,1,IT-PC-004,michael.brown,teams.exe,explorer.exe,-,normal process creation
2026-07-30 11:27:00,1,FILE-SERVER-02,david.wilson,chrome.exe,explorer.exe,-,normal process creation
2026-07-30 11:30:00,1,ENG-PC-019,sophia.anderson,teams.exe,explorer.exe,-,normal process creation
2026-07-30 11:33:00,1,FIN-PC-023,michael.brown,onedrive.exe,explorer.exe,-,normal process creation
2026-07-30 11:36:00,1,FILE-SERVER-02,john.smith,acrobat.exe,explorer.exe,-,normal process creation
2026-07-30 11:39:00,1,IT-PC-004,sophia.anderson,acrobat.exe,explorer.exe,-,normal process creation
2026-07-30 11:42:00,1,LEGAL-PC-006,olivia.moore,outlook.exe,explorer.exe,-,normal process creation
2026-07-30 11:45:00,1,ENG-PC-019,daniel.thomas,excel.exe,explorer.exe,-,normal process creation
2026-07-30 11:48:00,1,DC-SERVER-01,daniel.thomas,outlook.exe,explorer.exe,-,normal process creation
2026-07-30 11:51:00,1,LEGAL-PC-006,michael.brown,slack.exe,explorer.exe,-,normal process creation
2026-07-30 11:54:00,1,LEGAL-PC-006,daniel.thomas,slack.exe,explorer.exe,-,normal process creation
2026-07-30 11:57:00,1,HR-PC-008,olivia.moore,excel.exe,explorer.exe,-,normal process creation
2026-07-30 12:00:00,1,FIN-PC-011,olivia.moore,onedrive.exe,explorer.exe,-,normal process creation
2026-07-30 12:03:00,1,ENG-PC-019,david.wilson,excel.exe,explorer.exe,-,normal process creation
2026-07-30 12:06:00,1,FILE-SERVER-02,daniel.thomas,code.exe,explorer.exe,-,normal process creation
2026-07-30 12:09:00,1,LEGAL-PC-006,john.smith,outlook.exe,explorer.exe,-,normal process creation
2026-07-30 12:12:00,1,ENG-PC-019,sophia.anderson,excel.exe,explorer.exe,-,normal process creation
2026-07-30 12:15:00,1,FILE-SERVER-02,ava.jackson,excel.exe,explorer.exe,-,normal process creation
2026-07-30 12:18:00,1,FIN-PC-023,olivia.moore,slack.exe,explorer.exe,-,normal process creation
2026-07-30 12:21:00,1,HR-PC-008,james.taylor,explorer.exe,explorer.exe,-,normal process creation
2026-07-30 12:24:00,1,LEGAL-PC-006,david.wilson,chrome.exe,explorer.exe,-,normal process creation
2026-07-30 12:27:00,1,LEGAL-PC-006,olivia.moore,notepad.exe,explorer.exe,-,normal process creation
2026-07-30 12:30:00,1,LEGAL-PC-006,sophia.anderson,code.exe,explorer.exe,-,normal process creation
2026-07-30 12:33:00,1,FIN-PC-023,david.wilson,excel.exe,explorer.exe,-,normal process creation
2026-07-30 12:36:00,1,ENG-PC-019,daniel.thomas,outlook.exe,explorer.exe,-,normal process creation
2026-07-30 12:39:00,1,HR-PC-008,michael.brown,notepad.exe,explorer.exe,-,normal process creation
2026-07-30 12:42:00,1,LEGAL-PC-006,john.smith,outlook.exe,explorer.exe,-,normal process creation
2026-07-30 12:45:00,1,FIN-PC-011,emily.davis,slack.exe,explorer.exe,-,normal process creation
2026-07-30 12:48:00,1,HR-PC-008,emily.davis,notepad.exe,explorer.exe,-,normal process creation
2026-07-30 12:51:00,1,VPN-GW-01,sarah.williams,teams.exe,explorer.exe,-,normal process creation
2026-07-30 12:54:00,1,FIN-PC-023,sophia.anderson,onedrive.exe,explorer.exe,-,normal process creation
2026-07-30 12:57:00,1,FIN-PC-023,sarah.williams,outlook.exe,explorer.exe,-,normal process creation
2026-07-30 13:00:00,1,FIN-PC-023,michael.brown,explorer.exe,explorer.exe,-,normal process creation
2026-07-30 13:03:00,1,LEGAL-PC-006,sarah.williams,acrobat.exe,explorer.exe,-,normal process creation
2026-07-30 13:06:00,1,FIN-PC-011,david.wilson,slack.exe,explorer.exe,-,normal process creation
2026-07-30 13:09:00,1,VPN-GW-01,sophia.anderson,slack.exe,explorer.exe,-,normal process creation
2026-07-30 13:12:00,1,VPN-GW-01,olivia.moore,chrome.exe,explorer.exe,-,normal process creation
2026-07-30 13:15:00,1,VPN-GW-01,sarah.williams,notepad.exe,explorer.exe,-,normal process creation
2026-07-30 13:18:00,1,FIN-PC-023,ava.jackson,outlook.exe,explorer.exe,-,normal process creation
2026-07-30 13:21:00,1,FILE-SERVER-02,john.smith,outlook.exe,explorer.exe,-,normal process creation
2026-07-30 13:24:00,1,ENG-PC-019,daniel.thomas,outlook.exe,explorer.exe,-,normal process creation
2026-07-30 13:27:00,1,IT-PC-004,david.wilson,acrobat.exe,explorer.exe,-,normal process creation
2026-07-30 13:30:00,1,HR-PC-008,david.wilson,code.exe,explorer.exe,-,normal process creation
2026-07-30 13:33:00,1,VPN-GW-01,james.taylor,chrome.exe,explorer.exe,-,normal process creation
2026-07-30 13:36:00,1,SALES-PC-002,michael.brown,notepad.exe,explorer.exe,-,normal process creation
2026-07-30 13:39:00,1,FIN-PC-011,michael.brown,slack.exe,explorer.exe,-,normal process creation
2026-07-30 13:42:00,1,LEGAL-PC-006,david.wilson,teams.exe,explorer.exe,-,normal process creation
2026-07-30 13:45:00,1,IT-PC-004,olivia.moore,chrome.exe,explorer.exe,-,normal process creation
2026-07-30 13:48:00,1,LEGAL-PC-006,daniel.thomas,teams.exe,explorer.exe,-,normal process creation
2026-07-30 13:51:00,1,HR-PC-008,john.smith,chrome.exe,explorer.exe,-,normal process creation
2026-07-30 13:54:00,1,FILE-SERVER-02,ava.jackson,slack.exe,explorer.exe,-,normal process creation
2026-07-30 13:57:00,1,LEGAL-PC-006,daniel.thomas,outlook.exe,explorer.exe,-,normal process creation
2026-07-30 14:00:00,1,IT-PC-004,emily.davis,onedrive.exe,explorer.exe,-,normal process creation
2026-07-30 14:03:00,1,FIN-PC-011,james.taylor,notepad.exe,explorer.exe,-,normal process creation
2026-07-30 14:06:00,1,DC-SERVER-01,michael.brown,teams.exe,explorer.exe,-,normal process creation
2026-07-30 14:09:00,1,FIN-PC-011,ava.jackson,explorer.exe,explorer.exe,-,normal process creation
2026-07-30 14:12:00,1,FIN-PC-011,sarah.williams,teams.exe,explorer.exe,-,normal process creation
2026-07-30 14:15:00,1,FILE-SERVER-02,john.smith,notepad.exe,explorer.exe,-,normal process creation
2026-07-30 14:18:00,1,SALES-PC-002,daniel.thomas,outlook.exe,explorer.exe,-,normal process creation
2026-07-30 14:21:00,1,IT-PC-004,sarah.williams,explorer.exe,explorer.exe,-,normal process creation
2026-07-30 14:24:00,1,HR-PC-008,emily.davis,acrobat.exe,explorer.exe,-,normal process creation
2026-07-30 14:27:00,1,SALES-PC-002,olivia.moore,onedrive.exe,explorer.exe,-,normal process creation
2026-07-30 14:30:00,1,DC-SERVER-01,emily.davis,outlook.exe,explorer.exe,-,normal process creation
2026-07-30 14:33:00,1,IT-PC-004,ava.jackson,outlook.exe,explorer.exe,-,normal process creation
2026-07-30 14:36:00,1,FIN-PC-011,olivia.moore,code.exe,explorer.exe,-,normal process creation
2026-07-30 14:39:00,1,SALES-PC-002,olivia.moore,acrobat.exe,explorer.exe,-,normal process creation
2026-07-30 14:42:00,1,IT-PC-004,ava.jackson,teams.exe,explorer.exe,-,normal process creation
2026-07-30 14:45:00,1,FILE-SERVER-02,ava.jackson,onedrive.exe,explorer.exe,-,normal process creation
2026-07-30 14:48:00,1,ENG-PC-019,james.taylor,teams.exe,explorer.exe,-,normal process creation
2026-07-30 14:51:00,1,FIN-PC-023,olivia.moore,excel.exe,explorer.exe,-,normal process creation
2026-07-30 14:54:00,1,FIN-PC-011,james.taylor,explorer.exe,explorer.exe,-,normal process creation
2026-07-30 14:57:00,1,ENG-PC-019,michael.brown,onedrive.exe,explorer.exe,-,normal process creation
2026-07-30 15:00:00,1,SALES-PC-002,sophia.anderson,code.exe,explorer.exe,-,normal process creation
2026-07-30 15:03:00,1,ENG-PC-019,david.wilson,code.exe,explorer.exe,-,normal process creation
2026-07-30 15:06:00,1,LEGAL-PC-006,sarah.williams,teams.exe,explorer.exe,-,normal process creation
2026-07-30 15:09:00,1,FILE-SERVER-02,sarah.williams,explorer.exe,explorer.exe,-,normal process creation
2026-07-30 15:12:00,1,DC-SERVER-01,daniel.thomas,excel.exe,explorer.exe,-,normal process creation
2026-07-30 15:15:00,1,IT-PC-004,sarah.williams,outlook.exe,explorer.exe,-,normal process creation
2026-07-30 15:18:00,1,FIN-PC-023,daniel.thomas,chrome.exe,explorer.exe,-,normal process creation
2026-07-30 15:21:00,1,FILE-SERVER-02,ava.jackson,slack.exe,explorer.exe,-,normal process creation
2026-07-30 15:24:00,1,FILE-SERVER-02,emily.davis,chrome.exe,explorer.exe,-,normal process creation
2026-07-30 15:27:00,1,LEGAL-PC-006,david.wilson,notepad.exe,explorer.exe,-,normal process creation
2026-07-30 15:30:00,1,LEGAL-PC-006,sophia.anderson,teams.exe,explorer.exe,-,normal process creation
2026-07-30 15:33:00,1,ENG-PC-019,james.taylor,excel.exe,explorer.exe,-,normal process creation
2026-07-30 15:36:00,1,FILE-SERVER-02,david.wilson,teams.exe,explorer.exe,-,normal process creation
2026-07-30 15:39:00,1,SALES-PC-002,daniel.thomas,notepad.exe,explorer.exe,-,normal process creation
2026-07-30 15:42:00,1,HR-PC-008,james.taylor,onedrive.exe,explorer.exe,-,normal process creation
2026-07-30 15:45:00,1,LEGAL-PC-006,john.smith,excel.exe,explorer.exe,-,normal process creation
2026-07-30 15:48:00,1,FILE-SERVER-02,michael.brown,notepad.exe,explorer.exe,-,normal process creation
2026-07-30 15:51:00,1,DC-SERVER-01,sophia.anderson,teams.exe,explorer.exe,-,normal process creation
2026-07-30 15:54:00,1,DC-SERVER-01,ava.jackson,acrobat.exe,explorer.exe,-,normal process creation
2026-07-30 15:57:00,1,DC-SERVER-01,sophia.anderson,onedrive.exe,explorer.exe,-,normal process creation
2026-07-30 16:00:00,1,FIN-PC-023,emily.davis,code.exe,explorer.exe,-,normal process creation
2026-07-30 16:03:00,1,FIN-PC-011,sarah.williams,explorer.exe,explorer.exe,-,normal process creation
2026-07-30 16:06:00,1,ENG-PC-019,emily.davis,chrome.exe,explorer.exe,-,normal process creation
2026-07-30 16:09:00,1,FIN-PC-011,daniel.thomas,onedrive.exe,explorer.exe,-,normal process creation
2026-07-30 16:12:00,1,VPN-GW-01,sophia.anderson,code.exe,explorer.exe,-,normal process creation
2026-07-30 16:15:00,1,FIN-PC-023,john.smith,onedrive.exe,explorer.exe,-,normal process creation
2026-07-30 16:18:00,1,HR-PC-008,daniel.thomas,explorer.exe,explorer.exe,-,normal process creation
2026-07-30 16:21:00,1,IT-PC-004,ava.jackson,notepad.exe,explorer.exe,-,normal process creation
2026-07-30 16:24:00,1,FILE-SERVER-02,michael.brown,slack.exe,explorer.exe,-,normal process creation
2026-07-30 16:27:00,1,VPN-GW-01,olivia.moore,acrobat.exe,explorer.exe,-,normal process creation
2026-07-30 16:30:00,1,HR-PC-008,daniel.thomas,explorer.exe,explorer.exe,-,normal process creation
2026-07-30 16:33:00,1,VPN-GW-01,emily.davis,notepad.exe,explorer.exe,-,normal process creation
2026-07-30 16:36:00,1,VPN-GW-01,olivia.moore,onedrive.exe,explorer.exe,-,normal process creation
2026-07-30 16:39:00,1,SALES-PC-002,sophia.anderson,acrobat.exe,explorer.exe,-,normal process creation
2026-07-30 16:42:00,1,FIN-PC-023,daniel.thomas,teams.exe,explorer.exe,-,normal process creation
2026-07-30 16:45:00,1,SALES-PC-002,michael.brown,excel.exe,explorer.exe,-,normal process creation
2026-07-30 16:48:00,1,HR-PC-008,daniel.thomas,explorer.exe,explorer.exe,-,normal process creation
2026-07-30 16:51:00,1,FIN-PC-011,michael.brown,teams.exe,explorer.exe,-,normal process creation
2026-07-30 16:54:00,1,DC-SERVER-01,olivia.moore,acrobat.exe,explorer.exe,-,normal process creation
2026-07-30 16:57:00,1,HR-PC-008,emily.davis,slack.exe,explorer.exe,-,normal process creation
2026-07-30 10:05:00,1,FIN-PC-023,john.smith,powershell.exe,winword.exe,payload.ps1,encoded script execution launched from Office macro
2026-07-30 10:08:00,3,FIN-PC-023,john.smith,powershell.exe,-,185.22.91.45:443,network connection to external C2
2026-07-30 10:08:00,11,FIN-PC-023,SYSTEM,powershell.exe,-,C:\Temp\payload.dll,file creation - dropped payload
2026-07-30 10:12:00,13,FIN-PC-023,john.smith,rundll32.exe,-,HKCU\Software\Microsoft\Windows\CurrentVersion\Run\Updater,registry value set - persistence
2026-07-30 10:15:00,10,FIN-PC-023,SYSTEM,rundll32.exe,-,lsass.exe (PID 712),process access - possible credential dumping
